gender,occupation,city_category,stay_years,marital_status,purchase_amount,quantity,age_group,product_category,payment_method
F,16,B,0,1,144.26,3,18-25,Beleza,PIX
F,3,B,0,1,157.74,4,26-35,Beleza,PIX
M,14,A,0,0,279.85,4,51-55,Casa,Dinheiro
F,2,A,2,1,545.36,5,46-50,Esportes,Cartao_Credito
F,5,A,3,1,120.71,1,26-35,Beleza,PIX
F,14,B,1,1,152.96,1,46-50,Beleza,PIX
M,12,B,4,1,245.67,5,51-55,Brinquedos,Dinheiro
M,8,B,2,1,248.23,4,18-25,Roupas,Cartao_Debito
M,15,A,4,0,364.72,2,51-55,Eletronicos,Boleto
F,0,C,4,1,422.49,2,36-45,Eletronicos,Cartao_Credito
M,4,B,3,0,231.04,1,26-35,Eletronicos,Cartao_Credito
F,9,C,2,0,335.87,3,26-35,Esportes,Cartao_Credito
F,2,B,0,0,155.35,1,0-17,Alimentos,PIX
F,10,B,0,0,171.94,3,36-45,Beleza,Dinheiro
M,0,C,3,0,375.88,5,55+,Esportes,Boleto
F,17,B,4,1,92.17,4,51-55,Casa,PIX
M,9,B,3,0,132.73,5,26-35,Beleza,Dinheiro
F,3,C,4,0,93.85,2,18-25,Alimentos,PIX
M,7,A,3,1,170.91,3,36-45,Alimentos,Cartao_Credito
F,5,B,4,1,222.33,4,18-25,Beleza,Cartao_Debito
F,16,A,1,0,137.75,1,51-55,Alimentos,Dinheiro
M,13,A,4,0,121.7,1,46-50,Roupas,Dinheiro
M,4,B,1,0,341.29,1,0-17,Eletronicos,Boleto
F,16,A,4,1,835.04,5,51-55,Eletronicos,Cartao_Debito
F,7,B,3,1,158.59,2,26-35,Alimentos,Cartao_Debito
F,1,B,3,1,136.32,5,0-17,Alimentos,Cartao_Debito
F,0,B,4,1,256.09,2,0-17,Eletronicos,PIX
F,15,B,4,1,246.39,2,51-55,Beleza,Cartao_Debito
M,17,B,4,0,81.01,3,18-25,Brinquedos,Dinheiro
M,13,B,0,0,194.35,4,46-50,Alimentos,Cartao_Debito
M,4,C,2,1,85.47,3,18-25,Alimentos,Cartao_Debito
F,4,C,3,0,151.67,2,46-50,Roupas,Dinheiro
F,15,B,0,1,149.15,1,46-50,Esportes,Cartao_Debito
M,10,C,4,0,129.97,2,36-45,Beleza,Cartao_Debito
M,14,B,3,1,160.76,2,46-50,Alimentos,PIX
M,2,B,4,1,150.24,1,18-25,Beleza,PIX
F,0,A,0,0,375.72,1,18-25,Eletronicos,PIX
M,2,B,1,1,69.35,1,26-35,Roupas,Boleto
F,3,A,4,0,87.71,4,18-25,Casa,PIX
F,4,B,4,1,216.33,3,26-35,Alimentos,PIX
F,1,B,0,1,324.3,1,0-17,Casa,Cartao_Credito
F,3,B,4,1,718.58,4,26-35,Eletronicos,Boleto
M,0,A,3,1,451.71,4,0-17,Esportes,Cartao_Credito
F,3,C,2,0,152.47,2,18-25,Alimentos,Dinheiro
M,11,A,1,0,435.76,5,36-45,Eletronicos,Cartao_Credito
M,2,A,0,0,177.86,4,0-17,Casa,Cartao_Debito
M,14,B,1,1,116.46,4,46-50,Esportes,PIX
F,0,A,2,0,175.34,2,0-17,Beleza,Dinheiro
M,3,B,0,0,47.89,2,18-25,Alimentos,PIX
F,12,A,0,0,224.93,1,46-50,Beleza,Boleto
M,14,C,0,1,187.07,5,51-55,Brinquedos,Dinheiro
M,2,C,2,0,493.05,5,18-25,Casa,Cartao_Debito
M,18,C,0,1,271.77,1,51-55,Eletronicos,PIX
F,14,B,2,1,393.65,3,36-45,Casa,Cartao_Credito
M,1,C,0,0,171.87,1,18-25,Alimentos,Boleto
F,9,B,2,1,102.45,1,26-35,Beleza,Cartao_Debito
M,3,C,3,1,404.92,2,18-25,Alimentos,Dinheiro
F,10,A,4,0,196.15,2,36-45,Beleza,PIX
F,2,A,1,0,294.87,5,26-35,Casa,Cartao_Debito
M,11,B,3,0,300.41,5,46-50,Casa,Cartao_Credito
M,15,B,1,1,317.37,1,46-50,Roupas,Cartao_Credito
F,7,A,3,0,44.02,1,26-35,Beleza,PIX
M,18,A,4,1,396.95,5,46-50,Eletronicos,Boleto
M,15,B,4,0,444.64,3,46-50,Esportes,Cartao_Credito
F,6,A,4,0,362.72,3,55+,Esportes,Boleto
M,4,A,2,0,76.96,5,0-17,Roupas,Cartao_Debito
M,11,C,4,1,140.83,2,46-50,Alimentos,Dinheiro
M,7,B,0,1,209.17,4,26-35,Brinquedos,Cartao_Credito
M,4,A,1,1,277.15,2,26-35,Brinquedos,PIX
M,14,B,4,1,349.13,3,46-50,Beleza,Boleto
F,19,B,4,1,237.82,5,51-55,Casa,PIX
M,20,A,2,1,232.2,2,55+,Esportes,PIX
M,1,A,4,0,424.6,5,0-17,Eletronicos,Cartao_Debito
M,16,B,4,0,43.22,3,36-45,Beleza,PIX
F,18,A,2,0,144.15,5,51-55,Brinquedos,PIX
M,6,A,3,0,52.18,5,18-25,Brinquedos,PIX
M,5,A,0,1,40.16,2,18-25,Eletronicos,PIX
F,7,B,3,1,75.31,5,36-45,Roupas,Dinheiro
F,18,A,3,1,228.52,3,0-17,Alimentos,PIX
F,16,C,3,0,189.61,3,46-50,Beleza,Cartao_Debito
M,8,B,4,0,152.81,1,36-45,Beleza,Cartao_Credito
M,10,B,1,0,35.83,3,26-35,Eletronicos,Cartao_Debito
M,18,C,2,1,145.0,2,51-55,Eletronicos,Dinheiro
M,18,B,0,0,109.55,2,55+,Alimentos,Dinheiro
F,6,A,3,0,371.41,3,26-35,Beleza,Boleto
M,8,B,0,0,218.81,3,26-35,Esportes,PIX
M,6,B,1,0,181.7,2,26-35,Esportes,PIX
M,0,B,2,0,662.4,5,26-35,Alimentos,Cartao_Credito
F,9,B,2,0,164.18,5,26-35,Casa,PIX
F,8,A,3,0,390.99,1,36-45,Casa,Boleto
F,16,B,1,1,78.92,4,51-55,Alimentos,Dinheiro
F,3,A,4,0,217.51,2,26-35,Alimentos,Dinheiro
F,19,A,0,1,314.44,4,51-55,Casa,Cartao_Credito
F,12,C,3,0,312.34,4,46-50,Casa,Cartao_Credito
M,2,A,3,1,365.33,4,0-17,Casa,Cartao_Credito
F,15,B,2,1,175.73,3,46-50,Alimentos,Dinheiro
M,14,A,1,1,244.88,3,36-45,Beleza,Cartao_Debito
M,3,B,0,0,353.95,5,18-25,Casa,PIX
M,14,A,2,1,377.4,4,46-50,Esportes,Cartao_Credito
F,20,A,1,0,283.26,1,55+,Esportes,PIX
M,20,A,0,0,60.87,3,36-45,Beleza,PIX
F,5,A,4,1,200.22,3,26-35,Beleza,PIX
F,5,B,3,0,86.01,2,18-25,Alimentos,Cartao_Debito
F,10,B,1,0,128.66,3,36-45,Beleza,PIX
M,17,A,1,1,378.76,1,46-50,Esportes,PIX
M,19,C,3,1,555.91,1,55+,Esportes,PIX
F,8,B,1,1,252.08,5,36-45,Brinquedos,Cartao_Credito
F,20,B,1,0,330.5,2,55+,Eletronicos,Boleto
F,2,A,1,1,128.66,2,18-25,Alimentos,PIX
M,11,A,0,1,188.79,2,36-45,Beleza,Cartao_Credito
M,16,A,0,0,80.59,1,26-35,Beleza,PIX
M,20,A,2,0,258.07,4,51-55,Casa,Cartao_Debito
M,20,A,0,0,435.97,4,55+,Esportes,Boleto
M,12,B,0,0,308.52,2,51-55,Eletronicos,Boleto
F,9,A,0,1,87.42,2,36-45,Roupas,Cartao_Debito
M,13,B,3,1,522.02,5,46-50,Eletronicos,Cartao_Credito
M,2,A,0,1,210.05,2,0-17,Alimentos,Boleto
F,0,C,2,1,167.27,2,0-17,Beleza,Cartao_Debito
F,14,C,3,1,231.66,1,36-45,Beleza,Dinheiro
F,18,A,4,0,64.5,1,46-50,Beleza,Cartao_Debito
M,11,A,4,1,285.45,1,36-45,Brinquedos,Cartao_Debito
F,15,A,1,0,294.76,4,55+,Brinquedos,PIX
M,20,B,4,1,89.42,4,36-45,Beleza,PIX
M,2,C,2,0,616.61,2,18-25,Esportes,Cartao_Credito
F,5,B,3,0,242.9,2,18-25,Alimentos,Dinheiro
M,4,B,4,1,125.41,5,26-35,Esportes,Cartao_Debito
M,15,A,4,1,313.37,4,51-55,Eletronicos,Dinheiro
M,14,C,3,0,155.11,2,51-55,Alimentos,Dinheiro
M,4,C,3,0,131.79,3,18-25,Casa,Dinheiro
M,8,A,0,1,318.85,3,26-35,Eletronicos,Boleto
F,2,B,0,0,175.3,4,18-25,Beleza,Cartao_Debito
M,14,A,1,0,114.15,2,0-17,Eletronicos,PIX
M,3,C,0,1,51.51,2,26-35,Alimentos,Dinheiro
F,16,B,0,1,56.25,2,46-50,Casa,Dinheiro
M,17,B,4,0,137.89,5,51-55,Brinquedos,PIX
M,17,B,2,0,224.11,3,51-55,Beleza,Boleto
M,17,A,1,1,123.98,4,46-50,Brinquedos,PIX
F,12,A,0,1,42.43,1,36-45,Alimentos,Cartao_Credito
M,15,A,0,1,137.7,1,51-55,Eletronicos,Boleto
F,10,A,2,1,622.94,4,36-45,Casa,Boleto
M,1,C,0,0,232.17,1,0-17,Eletronicos,PIX
M,1,A,2,1,522.31,5,0-17,Eletronicos,Dinheiro
F,2,B,0,0,270.86,4,0-17,Eletronicos,Dinheiro
M,15,B,3,1,146.49,5,46-50,Beleza,PIX
F,9,A,1,1,163.61,5,36-45,Beleza,Dinheiro
M,9,A,2,1,297.23,1,18-25,Eletronicos,PIX
F,3,B,1,0,502.75,5,0-17,Casa,Cartao_Credito
M,20,A,0,0,170.09,5,55+,Beleza,Cartao_Debito
M,3,C,1,1,85.77,5,26-35,Alimentos,Cartao_Debito
F,9,A,3,1,593.79,3,26-35,Eletronicos,Cartao_Credito
F,6,A,3,1,215.49,1,0-17,Esportes,Cartao_Debito
M,9,B,1,0,241.12,4,46-50,Brinquedos,PIX
M,10,A,4,0,475.37,1,26-35,Eletronicos,PIX
M,11,B,1,1,707.19,2,46-50,Eletronicos,Cartao_Credito
M,1,B,2,0,260.56,2,26-35,Eletronicos,Cartao_Debito
F,0,A,1,1,98.48,1,0-17,Esportes,Cartao_Debito
M,13,B,1,1,682.32,5,46-50,Esportes,Cartao_Credito
M,15,B,1,0,187.04,3,46-50,Esportes,Dinheiro
M,15,B,2,0,349.67,5,51-55,Alimentos,Dinheiro
F,18,B,3,0,161.02,2,51-55,Beleza,Cartao_Debito
F,15,B,2,1,151.32,4,46-50,Roupas,Dinheiro
M,8,A,0,0,37.47,2,26-35,Esportes,Boleto
M,10,A,4,0,183.95,4,26-35,Beleza,Cartao_Credito
M,9,A,3,1,118.01,5,26-35,Casa,Cartao_Debito
M,18,B,3,0,150.89,3,51-55,Esportes,PIX
F,18,B,4,1,199.41,5,0-17,Esportes,Cartao_Debito
F,13,C,3,0,191.07,5,46-50,Casa,Cartao_Credito
M,16,A,2,1,162.63,3,51-55,Esportes,Boleto
F,13,C,1,1,184.63,1,46-50,Beleza,Cartao_Credito
F,10,A,0,1,339.39,2,26-35,Eletronicos,Cartao_Credito
F,13,B,4,0,155.76,3,18-25,Beleza,Cartao_Debito
M,8,A,2,0,198.51,3,36-45,Beleza,Cartao_Credito
M,6,A,0,1,157.28,1,36-45,Beleza,PIX
F,5,C,3,1,642.87,4,26-35,Eletronicos,Cartao_Credito
M,8,A,0,1,360.55,1,26-35,Eletronicos,Cartao_Credito
M,0,B,3,1,182.84,1,18-25,Esportes,Dinheiro
M,20,C,3,0,205.35,5,46-50,Eletronicos,Dinheiro
M,12,C,1,1,92.51,3,46-50,Beleza,Cartao_Debito
M,13,A,4,0,679.13,2,36-45,Eletronicos,Cartao_Credito
F,9,B,0,1,308.2,1,26-35,Brinquedos,Cartao_Credito
F,19,A,1,1,208.86,2,51-55,Beleza,PIX
F,2,B,4,0,108.31,3,51-55,Esportes,PIX
M,10,C,3,0,75.01,3,26-35,Eletronicos,Dinheiro
M,5,C,1,0,163.62,3,18-25,Esportes,Cartao_Debito
M,11,B,3,0,64.33,3,26-35,Beleza,PIX
M,5,B,0,0,173.62,3,0-17,Casa,PIX
M,17,B,1,1,121.39,4,51-55,Beleza,PIX
F,10,C,3,0,317.46,2,26-35,Roupas,Boleto
M,19,B,0,0,415.81,5,55+,Eletronicos,Boleto
M,6,B,1,0,96.45,1,18-25,Alimentos,Cartao_Debito
M,3,A,3,0,166.22,4,18-25,Casa,PIX
M,13,C,1,0,118.58,2,46-50,Beleza,Dinheiro
M,11,A,1,1,477.67,1,46-50,Eletronicos,Boleto
M,7,C,1,0,423.93,3,36-45,Eletronicos,Boleto
M,17,A,4,0,492.83,2,55+,Eletronicos,Cartao_Credito
M,19,C,0,0,319.16,1,26-35,Eletronicos,Boleto
F,5,A,3,1,121.87,1,26-35,Beleza,PIX
M,5,C,1,0,85.37,2,26-35,Alimentos,Dinheiro
M,1,C,4,0,85.9,2,18-25,Beleza,PIX
F,9,C,2,1,231.8,4,36-45,Beleza,Cartao_Debito
F,17,A,2,0,144.38,5,51-55,Eletronicos,PIX
M,2,B,0,1,342.41,1,0-17,Esportes,Cartao_Debito
F,6,C,3,0,433.2,1,0-17,Beleza,Dinheiro
F,20,C,3,1,750.56,1,51-55,Esportes,Dinheiro
M,5,C,4,1,212.46,1,0-17,Casa,Dinheiro
M,1,B,0,0,170.47,3,18-25,Beleza,PIX
M,20,C,2,0,92.21,2,51-55,Roupas,Boleto
M,20,A,3,1,329.74,4,51-55,Brinquedos,Cartao_Credito
F,11,B,4,0,211.09,4,26-35,Casa,PIX
F,14,A,2,0,180.23,3,36-45,Eletronicos,Dinheiro
M,20,B,0,1,230.12,2,0-17,Beleza,Cartao_Debito
M,20,A,0,0,473.34,1,18-25,Esportes,Cartao_Credito
M,12,A,2,0,122.92,4,51-55,Eletronicos,Cartao_Debito
F,7,B,4,0,163.71,4,18-25,Beleza,Cartao_Debito
M,0,B,1,1,52.9,4,0-17,Esportes,PIX
M,8,C,2,0,404.86,5,26-35,Esportes,Dinheiro
M,13,B,2,1,148.5,4,51-55,Alimentos,Cartao_Debito
F,18,B,3,1,614.05,5,55+,Esportes,PIX
M,1,B,2,0,249.44,3,18-25,Beleza,PIX
M,18,B,1,1,248.68,5,51-55,Brinquedos,PIX
M,12,A,4,0,187.22,3,46-50,Eletronicos,Dinheiro
F,15,A,2,0,209.52,1,51-55,Alimentos,Dinheiro
M,12,A,3,1,276.82,2,36-45,Beleza,Cartao_Debito
F,14,A,2,0,268.86,1,55+,Eletronicos,Dinheiro
F,7,B,3,1,211.03,5,26-35,Beleza,Boleto
F,14,C,1,0,165.83,1,46-50,Alimentos,Cartao_Credito
M,19,B,0,1,350.03,5,55+,Eletronicos,Dinheiro
M,18,B,0,0,33.75,4,36-45,Brinquedos,Cartao_Debito
F,6,B,1,1,202.87,3,26-35,Beleza,Dinheiro
M,6,C,2,0,413.98,3,26-35,Eletronicos,Cartao_Credito
F,7,A,4,1,53.54,5,36-45,Brinquedos,PIX
M,12,A,0,0,778.69,4,26-35,Eletronicos,Cartao_Credito
M,0,C,2,1,138.68,5,51-55,Brinquedos,Boleto
M,4,C,0,0,655.54,2,18-25,Eletronicos,Dinheiro
F,11,A,2,0,139.22,5,36-45,Alimentos,Dinheiro
M,3,A,4,1,222.7,5,26-35,Casa,Boleto
F,9,B,2,1,176.64,5,36-45,Alimentos,Dinheiro
F,12,B,4,0,407.15,3,36-45,Esportes,Cartao_Credito
F,19,C,4,0,54.83,2,18-25,Beleza,Dinheiro
M,18,B,4,0,293.59,5,55+,Esportes,Dinheiro
M,4,C,1,1,121.12,1,36-45,Alimentos,Dinheiro
F,15,B,2,0,126.14,2,46-50,Eletronicos,PIX
M,18,A,4,0,60.24,5,51-55,Casa,Dinheiro
F,5,B,4,0,42.66,1,18-25,Beleza,Cartao_Credito
F,17,B,1,1,283.39,2,46-50,Roupas,PIX
F,6,A,3,0,760.81,1,51-55,Esportes,Boleto
F,6,C,2,1,294.81,5,26-35,Roupas,PIX
F,16,A,3,0,206.06,4,46-50,Beleza,Dinheiro
F,0,B,3,0,99.86,4,0-17,Beleza,Dinheiro
M,3,A,4,0,429.22,3,26-35,Esportes,Cartao_Credito
F,15,B,4,0,327.18,1,55+,Brinquedos,Cartao_Debito
M,20,B,2,0,664.78,1,46-50,Esportes,Cartao_Credito
M,6,C,2,0,248.71,4,26-35,Beleza,Dinheiro
F,16,B,2,1,660.96,2,51-55,Roupas,Cartao_Credito
M,12,B,1,0,200.43,2,36-45,Roupas,PIX
F,8,B,4,1,209.65,1,26-35,Brinquedos,PIX
M,10,C,1,1,453.19,5,46-50,Eletronicos,Cartao_Credito
F,17,B,4,1,34.12,3,26-35,Beleza,Cartao_Credito
F,6,B,1,0,168.28,2,26-35,Brinquedos,PIX
F,7,A,4,0,313.12,5,26-35,Beleza,Cartao_Credito
F,9,A,4,1,203.47,4,36-45,Beleza,PIX
F,2,C,1,1,316.98,4,18-25,Esportes,Cartao_Credito
M,16,B,3,1,545.22,5,51-55,Brinquedos,Cartao_Credito
M,19,C,2,0,183.66,3,51-55,Beleza,Dinheiro
M,6,B,2,1,560.32,5,26-35,Esportes,Cartao_Debito
M,3,A,4,0,347.78,2,26-35,Eletronicos,Boleto
F,9,C,4,0,302.38,4,46-50,Beleza,Dinheiro
F,20,B,4,0,387.3,5,55+,Eletronicos,Cartao_Credito
F,12,A,2,1,124.01,2,51-55,Beleza,Dinheiro
M,7,A,2,0,318.94,5,51-55,Eletronicos,Cartao_Credito
F,4,C,1,1,171.87,2,18-25,Beleza,Boleto
F,7,A,3,0,265.85,1,18-25,Eletronicos,PIX
F,2,A,2,0,679.19,3,26-35,Esportes,Cartao_Credito
M,14,C,2,1,567.9,3,36-45,Beleza,Dinheiro
F,4,B,4,0,265.21,3,26-35,Esportes,PIX
F,17,A,3,1,564.64,4,46-50,Beleza,Dinheiro
M,20,B,0,0,86.29,1,55+,Alimentos,Dinheiro
F,8,C,2,0,459.75,1,26-35,Esportes,Boleto
F,12,C,1,1,188.7,3,36-45,Alimentos,Cartao_Credito
M,5,B,4,1,124.99,5,26-35,Beleza,PIX
F,19,C,3,0,485.37,2,51-55,Eletronicos,Boleto
M,9,B,1,1,179.68,1,26-35,Alimentos,Dinheiro
M,19,B,2,1,304.47,2,51-55,Eletronicos,Cartao_Credito
F,18,C,4,0,213.98,1,18-25,Brinquedos,Dinheiro
M,10,A,4,0,274.56,3,51-55,Eletronicos,PIX
F,0,C,4,1,265.42,5,0-17,Esportes,Cartao_Debito
M,11,A,2,0,165.61,4,36-45,Alimentos,Dinheiro
M,20,B,0,1,147.73,3,26-35,Beleza,PIX
M,12,B,4,1,277.49,2,36-45,Brinquedos,Cartao_Debito
M,17,B,4,0,198.84,5,51-55,Alimentos,Dinheiro
M,2,A,0,1,163.1,4,26-35,Beleza,PIX
M,3,B,4,1,101.78,3,18-25,Eletronicos,Cartao_Debito
M,5,A,3,1,402.82,4,0-17,Brinquedos,Cartao_Credito
F,18,B,1,0,154.65,2,46-50,Beleza,PIX
F,12,B,3,0,281.8,4,18-25,Alimentos,PIX
M,13,A,1,1,538.6,3,46-50,Eletronicos,Cartao_Credito
F,19,A,3,1,283.41,2,51-55,Eletronicos,Cartao_Debito
M,2,C,2,1,320.42,3,18-25,Esportes,Dinheiro
F,14,B,1,0,352.72,4,46-50,Eletronicos,Boleto
F,10,C,4,1,240.89,2,26-35,Beleza,Boleto
M,10,B,4,1,697.49,5,46-50,Eletronicos,PIX
F,7,C,4,0,194.26,4,26-35,Beleza,Cartao_Credito
M,6,A,3,0,99.35,2,46-50,Beleza,Boleto
F,6,A,1,0,90.97,2,18-25,Beleza,PIX
M,12,C,4,1,167.87,4,46-50,Brinquedos,Cartao_Debito
F,15,A,2,0,300.45,1,18-25,Eletronicos,Boleto
F,14,A,3,0,179.95,5,46-50,Brinquedos,Boleto
F,8,B,3,0,196.5,4,55+,Esportes,PIX
M,3,B,1,0,160.49,2,0-17,Alimentos,PIX
M,6,B,2,0,310.31,4,18-25,Beleza,Cartao_Debito
F,9,C,4,0,189.08,5,26-35,Casa,Dinheiro
F,19,C,3,0,86.64,3,55+,Alimentos,Dinheiro
F,15,A,4,0,168.99,2,51-55,Eletronicos,PIX
F,11,A,2,0,175.48,4,46-50,Esportes,Cartao_Debito
F,17,B,2,1,624.88,3,51-55,Brinquedos,Cartao_Credito
F,19,B,3,0,206.06,2,55+,Beleza,Dinheiro
M,4,A,4,0,194.97,5,18-25,Eletronicos,PIX
F,18,A,0,1,387.21,5,51-55,Alimentos,Dinheiro
F,3,A,2,1,196.06,3,0-17,Casa,PIX
M,8,B,2,1,382.56,5,36-45,Eletronicos,PIX
F,6,C,3,0,204.29,4,18-25,Beleza,Dinheiro
F,9,A,4,1,148.49,4,36-45,Casa,Dinheiro
M,3,C,2,0,142.6,4,0-17,Eletronicos,PIX
M,8,B,2,1,122.49,1,18-25,Alimentos,PIX
M,16,C,1,1,59.68,2,46-50,Beleza,Dinheiro
M,16,B,4,0,43.53,4,51-55,Beleza,PIX
F,16,A,2,1,67.68,4,51-55,Beleza,Boleto
F,15,B,1,0,236.9,5,46-50,Alimentos,Dinheiro
F,10,A,4,1,298.04,5,36-45,Casa,PIX
M,14,C,1,1,295.31,1,46-50,Eletronicos,Dinheiro
M,0,C,1,1,244.48,1,46-50,Eletronicos,Dinheiro
F,14,C,2,1,263.26,1,51-55,Roupas,Dinheiro
F,2,C,3,1,231.86,5,18-25,Roupas,Dinheiro
F,7,B,0,1,111.81,2,36-45,Beleza,Cartao_Credito
F,7,C,0,0,646.97,2,18-25,Roupas,Boleto
F,5,B,2,1,91.62,1,36-45,Beleza,Dinheiro
F,1,B,0,0,273.44,5,18-25,Eletronicos,Dinheiro
M,0,A,2,1,120.49,3,0-17,Casa,PIX
M,1,A,0,1,597.99,3,18-25,Alimentos,PIX
M,9,B,4,1,103.35,4,36-45,Casa,Dinheiro
M,20,A,0,1,153.99,1,51-55,Casa,Dinheiro
F,8,B,4,0,81.16,3,26-35,Roupas,Dinheiro
M,6,A,3,0,293.99,1,26-35,Esportes,Dinheiro
M,19,B,4,1,377.08,1,55+,Eletronicos,Cartao_Credito
M,6,C,3,1,298.85,3,26-35,Alimentos,Dinheiro
M,0,B,2,1,247.28,2,0-17,Eletronicos,Cartao_Debito
F,3,C,1,1,45.67,3,18-25,Alimentos,Cartao_Debito
F,8,C,2,1,282.57,3,26-35,Brinquedos,Cartao_Debito
F,11,B,0,1,164.2,1,36-45,Brinquedos,PIX
M,5,B,3,0,641.78,1,18-25,Esportes,PIX
M,1,B,1,0,280.67,2,18-25,Eletronicos,Cartao_Debito
M,18,C,0,0,413.9,3,51-55,Esportes,Boleto
F,10,B,3,1,63.79,5,36-45,Beleza,Dinheiro
F,6,B,0,0,232.66,5,26-35,Brinquedos,PIX
M,0,C,4,0,289.53,1,18-25,Esportes,PIX
M,19,C,1,0,631.72,2,55+,Eletronicos,Cartao_Credito
M,5,B,4,0,255.31,3,26-35,Esportes,PIX
F,16,C,1,0,292.98,1,51-55,Brinquedos,Dinheiro
M,14,B,2,0,240.23,3,36-45,Casa,Dinheiro
M,15,A,4,1,153.21,2,51-55,Eletronicos,Dinheiro
F,3,A,4,1,184.78,2,36-45,Beleza,PIX
F,1,C,4,0,484.7,5,0-17,Roupas,Boleto
M,16,B,0,0,56.96,4,18-25,Alimentos,Cartao_Credito
F,19,B,0,0,215.42,3,55+,Beleza,Cartao_Debito
M,11,A,2,0,380.85,4,26-35,Brinquedos,Cartao_Credito
M,9,B,1,1,278.56,2,46-50,Brinquedos,PIX
F,0,B,1,0,32.33,2,0-17,Beleza,PIX
M,18,C,2,1,249.0,2,51-55,Eletronicos,Boleto
M,6,A,2,0,264.33,3,26-35,Eletronicos,Dinheiro
M,17,B,0,0,117.13,4,51-55,Alimentos,Dinheiro
M,14,C,1,0,438.4,3,18-25,Eletronicos,Cartao_Debito
M,3,C,4,0,408.73,2,51-55,Esportes,Cartao_Credito
F,16,A,3,1,206.01,2,46-50,Alimentos,Dinheiro
M,7,A,2,0,287.79,1,26-35,Eletronicos,Dinheiro
M,10,A,4,1,258.37,5,36-45,Eletronicos,PIX
F,14,B,3,0,448.36,5,51-55,Eletronicos,Cartao_Credito
M,6,A,1,1,143.42,2,46-50,Eletronicos,Cartao_Debito
F,5,B,0,1,136.91,4,26-35,Beleza,Dinheiro
M,14,C,3,0,822.25,2,36-45,Eletronicos,Cartao_Debito
F,11,B,0,1,252.31,1,36-45,Casa,PIX
M,15,A,3,0,187.28,4,46-50,Alimentos,Cartao_Credito
F,12,B,3,0,337.03,4,46-50,Eletronicos,Boleto
F,1,C,4,1,350.66,2,26-35,Eletronicos,Boleto
M,14,A,0,0,424.53,4,36-45,Eletronicos,Boleto
M,11,A,1,0,62.83,1,0-17,Eletronicos,PIX
F,1,B,0,1,201.14,4,26-35,Brinquedos,Boleto
F,16,C,0,0,404.79,5,55+,Eletronicos,Boleto
M,20,A,3,1,180.63,4,46-50,Eletronicos,Cartao_Debito
M,3,A,4,1,147.79,2,18-25,Beleza,PIX
F,13,A,3,0,106.52,3,46-50,Alimentos,PIX
F,6,B,0,0,102.8,1,18-25,Roupas,Dinheiro
M,20,A,1,0,192.04,3,55+,Eletronicos,Dinheiro
M,20,B,0,1,195.9,2,51-55,Esportes,Dinheiro
M,20,C,2,0,303.24,3,51-55,Eletronicos,Boleto
F,3,A,3,1,223.75,3,26-35,Alimentos,Dinheiro
M,19,C,3,0,203.14,4,51-55,Casa,PIX
F,10,C,0,1,396.09,2,46-50,Eletronicos,Cartao_Credito
F,17,A,1,0,298.05,5,51-55,Eletronicos,PIX
F,3,B,0,0,416.49,2,0-17,Esportes,Boleto
M,17,A,4,1,204.99,2,51-55,Alimentos,Boleto
M,14,B,0,0,463.74,1,51-55,Esportes,Cartao_Credito
M,17,C,2,0,219.48,2,46-50,Alimentos,Cartao_Credito
M,16,C,1,0,261.54,4,51-55,Brinquedos,Boleto
F,12,B,1,0,230.33,2,46-50,Alimentos,Boleto
F,9,C,1,1,190.49,2,46-50,Alimentos,PIX
F,2,A,4,1,58.8,2,18-25,Alimentos,PIX
F,3,C,2,0,152.42,1,26-35,Eletronicos,Cartao_Debito
M,13,B,1,1,204.09,4,46-50,Casa,Dinheiro
M,13,A,1,0,55.38,2,26-35,Brinquedos,Cartao_Debito
F,7,C,1,0,349.33,4,26-35,Roupas,Boleto
F,3,B,1,1,519.15,1,18-25,Esportes,Cartao_Credito
F,8,B,4,0,438.84,1,26-35,Esportes,Cartao_Credito
M,10,B,1,0,88.27,3,18-25,Beleza,PIX
M,6,B,3,0,276.64,3,18-25,Esportes,Dinheiro
M,18,C,4,0,253.53,1,51-55,Esportes,Dinheiro
M,13,B,1,1,48.37,5,46-50,Brinquedos,Dinheiro
F,14,B,1,1,137.86,4,51-55,Casa,Cartao_Credito
F,12,C,0,0,131.87,4,46-50,Beleza,Dinheiro
M,7,A,0,1,252.41,5,26-35,Eletronicos,Boleto
M,1,B,2,1,591.13,1,0-17,Esportes,PIX
M,11,A,1,1,133.08,4,36-45,Alimentos,PIX
M,16,A,0,0,276.01,4,46-50,Casa,Cartao_Credito
F,18,A,2,1,63.76,3,46-50,Alimentos,PIX
M,19,C,3,1,452.29,5,51-55,Esportes,Dinheiro
M,12,A,3,1,531.62,3,46-50,Eletronicos,PIX
M,7,C,0,1,249.63,4,26-35,Alimentos,PIX
M,10,A,2,0,298.83,1,36-45,Beleza,PIX
M,15,C,3,1,83.68,5,51-55,Casa,Dinheiro
F,11,C,3,0,168.29,3,26-35,Beleza,Dinheiro
F,6,A,1,0,160.68,5,26-35,Casa,Cartao_Debito
F,10,B,0,1,188.94,4,26-35,Beleza,Cartao_Debito
M,20,A,4,1,127.09,2,46-50,Alimentos,Dinheiro
F,12,C,3,1,67.66,1,51-55,Brinquedos,PIX
